#############################################;;;;;;;x
#Misc;;;;;;;x
#############################################;;;;;;;x
term_of_office;Term of Office;;;;;;;;;;;;;
yankee_king_24_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_25_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_26_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_27_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_28_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_29_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_30_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_31_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_32_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_33_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_34_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_35_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_36_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_37_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
yankee_king_38_desc;This is our leader, an important and influential figure in any organization or group. In the specific case of our current government, we are under a monarchy, which means that our leader remains in office until their death and passes their sovereignty hereditarily to a member of the royal family.;;;;;;;;;;;;;
#############################################;;;;;;;x
#Yankee Prime Minister;;;;;;;x
#############################################;;;;;;;x
yankee_prime_minister_000;Prime Minister Smith §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_001;Prime Minister Washington §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_002;Prime Minister Grant §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_003;Prime Minister Sherman §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_004;Prime Minister Chamberlain §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_005;Prime Minister Powell §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_006;Prime Minister Clemens §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_007;Prime Minister Abbott §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_008;Prime Minister Abercrombie §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_009;Prime Minister Allen §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_010;Prime Minister Ames §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_011;Prime Minister Anderson §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_012;Prime Minister Barkhauer §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_013;Prime Minister Andrews §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_014;Prime Minister Appleton §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_015;Prime Minister Armstrong §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_016;Prime Minister Arthur §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_017;Prime Minister Atkins §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_018;Prime Minister Asboth §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_019;Prime Minister Babcock §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_020;Prime Minister Baker §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_021;Prime Minister Pope §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_022;Prime Minister Banks §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_023;Prime Minister Barnard §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_024;Prime Minister Barnes §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_025;Prime Minister Barnum §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_026;Prime Minister Barry §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_027;Prime Minister Barstow §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_028;Prime Minister Bartlett §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_029;Prime Minister Bates §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_030;Prime Minister Baxter §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_031;Prime Minister Beatty §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_032;Prime Minister Belknap §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_033;Prime Minister Benton §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_034;Prime Minister Blair §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_035;Prime Minister Blunt §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_036;Prime Minister Bradley §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_037;Prime Minister Brown §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_038;Prime Minister Buell §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_039;Prime Minister Buford §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_040;Prime Minister Burnside §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_041;Prime Minister Butler §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_042;Prime Minister Caldwell §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_043;Prime Minister Campbell §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_044;Prime Minister Carr §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_045;Prime Minister Chapman §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_046;Prime Minister Chipman §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_047;Prime Minister Clayton §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_048;Prime Minister Coburn §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_049;Prime Minister Connor §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_050;Prime Minister Conrad §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_051;Prime Minister Cook §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_052;Prime Minister Cooper §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_053;Prime Minister Crittenden §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_054;Prime Minister Custer §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_055;Prime Minister Davies §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_056;Prime Minister Davis §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_057;Prime Minister Doubleday §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_058;Prime Minister Ewing §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_059;Prime Minister Farnsworth §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_060;Prime Minister Ford §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_061;Prime Minister Forsyth §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_062;Prime Minister Foster §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_063;Prime Minister Franklin §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_064;Prime Minister Fry §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_065;Prime Minister Gilbert §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_066;Prime Minister Gregg §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_067;Prime Minister Griffin §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_068;Prime Minister Halleck §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_069;Prime Minister Hamlin §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_070;Prime Minister Hancock §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_071;Prime Minister Harrison §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_072;Prime Minister Hatch §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_073;Prime Minister Hayes §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_074;Prime Minister Heintzelman §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_075;Prime Minister Hooker §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_076;Prime Minister Howard §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_077;Prime Minister Hunter §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_078;Prime Minister Jackson §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_079;Prime Minister Johnson §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_080;Prime Minister Jones §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_081;Prime Minister Keyes §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_082;Prime Minister Kimball §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_083;Prime Minister Lyon §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_084;Prime Minister McArthur §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_085;Prime Minister McClellan §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_086;Prime Minister McCook §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_087;Prime Minister McDowell §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_088;Prime Minister Meade §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_089;Prime Minister Mitchell §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_090;Prime Minister Morgan §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_091;Prime Minister Paine §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_092;Prime Minister Phelps §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_093;Prime Minister Porter §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_094;Prime Minister Potter §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_095;Prime Minister Reynolds §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_096;Prime Minister Rice §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_097;Prime Minister Rhodes §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_098;Prime Minister Robinson §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_099;Prime Minister Rosencrans §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_100;Prime Minister Saloman §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_101;Prime Minister Schenck §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_102;Prime Minister Schofield §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_103;Prime Minister Scott §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_104;Prime Minister Sedgwick §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_105;Prime Minister Seward §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_106;Prime Minister Sheridan §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_107;Prime Minister Sickles §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_108;Prime Minister Sprague §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_109;Prime Minister Stevens §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_110;Prime Minister Stevenson §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_111;Prime Minister Stone §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_112;Prime Minister Sullivan §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_113;Prime Minister Taylor §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_114;Prime Minister Tyler §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
yankee_prime_minister_115;Prime Minister Wade §W(§YCharacter§W)\n§WCulture: §YYankee§!;;;;;;;;;;;;;
