#############################################;;;;;;;x
#USA Leaders;;;;;;;x
#############################################;;;;;;;x 
franklin_pierce;Franklin Pierce\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
franklin_pierce_desc;§YFranklin Pierce§! was the 14th president of the United States, serving from 1853 to 1857. A northern Democrat who believed that the abolitionist movement was a fundamental threat to the nation's unity, he alienated anti-slavery groups by signing the Kansas–Nebraska Act and enforcing the Fugitive Slave Act. Conflict between North and South continued after Pierce's presidency, and, after Abraham Lincoln was elected president in 1860, the Southern states seceded, resulting in the American Civil War.;;;;;;;;;;;;;
winfield_scott;Winfield Scott\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
winfield_scott_desc;§YWinfield Scott§! was an American military commander and political candidate. He served as a general in the United States Army from 1814 to 1861, taking part in the War of 1812, the Mexican–American War, the early stages of the American Civil War and conflicts with Native Americans. Scott was the Whig Party's presidential nominee in the 1852 election, but was defeated by Democrat Franklin Pierce. He was known as Old Fuss and Feathers for his insistence on proper military etiquette, as well as the Grand Old Man of the Army for his many years of service.;;;;;;;;;;;;;
john_parker_hale;John Parker Hale\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
john_parker_hale_desc;§YJohn Parker Hale§! was an American politician and lawyer from New Hampshire. He served in the United States House of Representatives from 1843 to 1845 and in the United States Senate from 1847 to 1853 and again from 1855 to 1865. He began his Congressional career as a Democrat, but helped establish the anti-slavery Free Soil Party and eventually joined the Republican Party.;;;;;;;;;;;;;
jacob_broom;Jacob Broom\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
jacob_broom_desc;§YJacob Broom§! was an American Party member of the U.S. House of Representatives from Pennsylvania. Jacob Broom (who was the son of Delaware congressman James Madison Broom and grandson of Delaware politician Jacob Broom) was born in Baltimore, Maryland. He moved to Philadelphia with his parents in 1819. He studied law, was admitted to the bar in 1832 and started practicing in Philadelphia. He was appointed deputy auditor of the State in 1840, and clerk of the Philadelphia Orphans’ Court from 1848 to 1852.;;;;;;;;;;;;;
james_buchanan;James Buchanan\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
james_buchanan_desc;§YJames Buchanan§! was an American lawyer, diplomat, and politician who served as the 15th president of the United States from 1857 to 1861. He previously served as secretary of state from 1845 to 1849 and represented Pennsylvania in both houses of the U.S. Congress. He was an advocate for states' rights, particularly regarding slavery, and minimized the role of the federal government preceding the Civil War. Buchanan was the last president born in the 18th century.;;;;;;;;;;;;;
john_charles_fremont;John Charles Frémont\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
john_charles_fremont_desc;§YJohn Charles Frémont§! was an American explorer, military officer, and politician. He was a United States senator from California and was the first Republican nominee for president of the U.S. in 1856 and founder of the California Republican Party when he was nominated. He lost the election to Democrat James Buchanan when the vote was split by Know Nothings.;;;;;;;;;;;;;
gerrit_smith;Gerrit Smith\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
gerrit_smith_desc;§YGerrit Smith§! also spelled Gerritt Smith, was a leading American social reformer, abolitionist, businessman, public intellectual, and philanthropist. Married to Ann Carroll Fitzhugh, Smith was a candidate for President of the United States in 1848, 1856, and 1860, but only won the election to a single term, 1853–1854, in the House of Representatives.	;;;;;;;;;;;;;
abraham_lincoln;Abraham Lincoln\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
abraham_lincoln_desc;§YAbraham Lincoln§! was an American lawyer, politician, and statesman who served as the 16th president of the United States from 1861 until his assassination in 1865. Lincoln led the Union through the American Civil War to defend the nation as a constitutional union and succeeded in abolishing slavery, bolstering the federal government, and modernizing the U.S. economy.;;;;;;;;;;;;;
john_cabell_breckinridge;John Cabell Breckinridge\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
john_cabell_breckinridge_desc;§YJohn Cabell Breckinridge§! was an American lawyer, politician, and soldier. He represented Kentucky in both houses of Congress and became the 14th and youngest-ever vice president of the United States. Serving from 1857 to 1861, he took office at the age of 36. He was a member of the Democratic Party, and served in the U.S. Senate during the outbreak of the American Civil War, but was expelled after joining the Confederate Army. He was appointed Confederate Secretary of War in 1865.;;;;;;;;;;;;;
andrew_johnson;Andrew Johnson\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
andrew_johnson_desc;§YAndrew Johnson§! was the 17th president of the United States, serving from 1865 to 1869. He assumed the presidency following the assassination of Abraham Lincoln, as he was vice president at that time. Johnson was a Democrat who ran with Lincoln on the National Union Party ticket, coming to office as the Civil War concluded. He favored quick restoration of the seceded states to the Union without protection for the newly freed people who were formerly enslaved. This led to conflict with the Republican-dominated Congress, culminating in his impeachment by the House of Representatives in 1868. He was acquitted in the Senate by one vote.;;;;;;;;;;;;;
george_brinton_mcclellan;George Brinton McClellan\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
george_brinton_mcclellan_desc;§YGeorge Brinton McClellan§! was an American soldier, Civil War Union general, civil engineer, railroad executive, and politician who served as the 24th governor of New Jersey. A graduate of West Point, McClellan served with distinction during the Mexican–American War (1846–1848), and later left the Army to serve as an executive and engineer on railroads until the outbreak of the American Civil War (1861–1865). Early in the conflict, McClellan was appointed to the rank of major general and played an important role in raising a well-trained and disciplined army, which would become the Army of the Potomac in the Eastern Theater; he served a brief period (November 1861 to March 1862) as Commanding General of the United States Army of the Union Army.;;;;;;;;;;;;;
ulysses_simpson_grant;Ulysses Simpson Grant\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
ulysses_simpson_grant_desc;§YUlysses Simpson Grant§! was an American military officer and politician who served as the 18th president of the United States from 1869 to 1877. As Commanding General, he led the Union Army to victory in the American Civil War in 1865 and thereafter briefly served as secretary of war. Later, as president, Grant was an effective civil rights executive who signed the bill that created the Justice Department and worked with Radical Republicans to protect African Americans during Reconstruction.;;;;;;;;;;;;;
horatio_seymour;Horatio Seymour\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
horatio_seymour_desc;§YHoratio Seymour§! was an American politician. He served as Governor of New York from 1853 to 1854 and from 1863 to 1864. He was the Democratic Party nominee for president in the 1868 United States presidential election, losing to Republican Ulysses S. Grant.;;;;;;;;;;;;;
charles_oconor;Charles O'Conor\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
charles_oconor_desc;§YCharles O'Conor§! was an American lawyer who was notable for his career as a trial advocate and candidacy in the 1872 presidential election. He was the first Catholic presidential nominee.;;;;;;;;;;;;;
charles_francis_adams_sr;Charles Francis Adams Sr.\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
charles_francis_adams_sr_desc;§YCharles Francis Adams Sr.§! was an American historical editor, writer, politician, and diplomat. As United States Minister to the United Kingdom during the American Civil War, Adams was crucial to Union efforts to prevent British recognition of the Confederate States of America and maintain European neutrality to the utmost extent. Adams also featured in national and state politics before and after the Civil War.;;;;;;;;;;;;;
nathan_bedford_forrest;Nathan Bedford Forrest\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
nathan_bedford_forrest_desc;§YNathan Bedford Forrest§! was a prominent Confederate Army general during the American Civil War and the first Grand Wizard of the Ku Klux Klan from 1867 to 1869. Before the war, Forrest amassed substantial wealth as a cotton plantation owner, horse, and cattle trader, real estate broker, and slave trader. In June 1861, he enlisted in the Confederate Army and became one of the few soldiers during the war to enlist as a private and be promoted to general without any prior military training. An expert cavalry leader, Forrest was given command of a corps and established new doctrines for mobile forces, earning the nickname "The Wizard of the Saddle". He used his cavalry troops as mounted infantry and often deployed artillery as the lead in battle, thus helping to "revolutionize cavalry tactics", although the Confederate high command is seen by some commentators to have underappreciated his talents.;;;;;;;;;;;;;
rutherford_birchard_hayes;Rutherford Birchard Hayes\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
rutherford_birchard_hayes_desc;§YRutherford Birchard Hayes§! was an American lawyer and politician who served as the 19th president of the United States from 1877 to 1881, after serving in the U.S. House of Representatives and as governor of Ohio. Before the American Civil War, Hayes was a lawyer and staunch abolitionist who defended refugee slaves in court proceedings. He served in the Union Army and the House of Representatives before assuming the presidency. His presidency represents a turning point in U.S. history, as historians consider it the formal end of Reconstruction. Hayes, a prominent member of the Republican "Half-Breed" faction, placated both Southern Democrats and Whiggish Republican businessmen by ending the federal government's involvement in attempting to bring racial equality in the South.;;;;;;;;;;;;;
samuel_jones_tilden;Samuel Jones Tilden\n§WLeader of  @USA §YUnited States of America§!;;;;;;;;;;;;;
samuel_jones_tilden_desc;§YSamuel Jones Tilden§! was an American politician who served as the 25th Governor of New York and was the Democratic candidate for president in the disputed 1876 United States presidential election. Tilden was the second presidential candidate to lose the election despite winning the popular vote and is the only candidate to win a majority of the popular vote in a United States presidential election (50.9%), but lose the election.;;;;;;;;;;;;;
#############################################;;;;;;;x
#TEX Leaders;;;;;;;x
#############################################;;;;;;;x
sam_houston;Sam Houston\n§WLeader of  @TEX §YRepublic of Texas§!\n\n§YFather of Texas§!;;;;;;;;;;;;;
sam_houston_desc;§YSamuel Houston§! was an American general and statesman who played an important role in the Texas Revolution. He served as the first and third president of the Republic of Texas and was one of the first two individuals to represent Texas in the United States Senate. He also served as the sixth governor of Tennessee and the seventh governor of Texas, the only individual to be elected governor of two different states in the United States.;;;;;;;;;;;;;
prov_sam_houston;Sam Houston\n§WLeader of  @TEX §YRepublic of Texas§!;;;;;;;;;;;;
#############################################;;;;;;;x
#CSA Leaders;;;;;;;x
#############################################;;;;;;;x
jefferson_davis;Jefferson Davis\n§WLeader of  @CSA §YConfederate States of America§!;;;;;;;;;;;;;
jefferson_davis_desc;§YJefferson Davis§! was an American politician who served as the first and only president of the Confederate States from 1861 to 1865. He represented Mississippi in the United States Senate and the House of Representatives as a member of the Democratic Party before the American Civil War. He had previously served as the United States Secretary of War from 1853 to 1857 under President Franklin Pierce.;;;;;;;;;;;;;
